axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index,mc_mean,mc_std
q2,0,1.3370875120162964,1.0000007152557373,902,848,-135.0,1,0.023884278,0.0009887469,-0.041197784,1,-0.03980485004394531,0.01469329591785263
q2,0,1.3370875120162964,1.0000007152557373,1544,1580,-105.0,2,0.01788929,0.00036925034,0.01538543,2,0.014828315816386719,0.009744271270888616
q2,0,1.3370875120162964,1.0000007152557373,1080,1070,-75.0,3,0.021566138,0.00014903591,-0.00620983,3,-0.009262207564667968,0.011570339856409836
q2,0,1.3370875120162964,1.0000007152557373,937,857,-45.0,4,0.023567727000000004,0.0014288839999999998,-0.059536833,4,-0.06122504561523437,0.012493947980852339
q2,0,1.3370875120162964,1.0000007152557373,381,392,-15.0,5,0.03596101,0.00045597667,0.018999026999999998,5,-0.005747426961328125,0.020452283439818867
q2,0,1.3370875120162964,1.0000007152557373,376,372,15.0,6,0.03656269,0.00017135146,-0.0071396440000000005,6,-0.020073303045507813,0.018747588912755637
q2,0,1.3370875120162964,1.0000007152557373,855,953,45.0,7,0.023456357,0.0017368289999999998,0.07236788,7,0.08134452815820312,0.01447736668488179
q2,0,1.3370875120162964,1.0000007152557373,1043,1093,75.0,8,0.021626547000000003,0.0007500637400000001,0.031252656000000004,8,0.026295241195195312,0.01603608744715031
q2,0,1.3370875120162964,1.0000007152557373,1396,1401,105.0,9,0.018908301000000002,5.7280519999999996e-05,0.0023866882999999998,9,0.0012730574256250003,0.010055188677179064
q2,0,1.3370875120162964,1.0000007152557373,880,905,135.0,10,0.023664914,0.00044877765999999994,0.018699069,10,0.018252833313183593,0.010442865965722884
q2,0,1.3370875120162964,1.0000007152557373,1757,1819,165.0,11,0.01671802,0.00055555056,0.02314794,11,0.02883929680839844,0.008699685969854948
q2,1,1.571260690689087,1.3370875120162964,1720,1757,-165.0,0,0.016957188,0.00034097809999999995,0.01420742,12,0.006871235930527343,0.0057871052049394975
q2,1,1.571260690689087,1.3370875120162964,1011,1033,-135.0,1,0.022116415,0.00034488252,0.014370105,13,0.014061096746171875,0.009942656343978147
q2,1,1.571260690689087,1.3370875120162964,1353,1227,-105.0,2,0.019645587,0.0015648773000000002,-0.06520322,14,-0.045342911960937496,0.009213657403934225
q2,1,1.571260690689087,1.3370875120162964,1081,1089,-75.0,3,0.02146668,0.000118129865,0.0049220775,15,0.008766100352871094,0.01064940457791206
q2,1,1.571260690689087,1.3370875120162964,833,770,-45.0,4,0.02494219,0.001259321,-0.05247171,16,-0.03269747313425781,0.01163290451129981
q2,1,1.571260690689087,1.3370875120162964,366,335,-15.0,5,0.03770359,0.0014170104000000002,-0.059042104000000005,17,-0.03820425041015625,0.015041778825056966
q2,1,1.571260690689087,1.3370875120162964,356,357,15.0,6,0.037450227999999995,4.4940704999999995e-05,0.0018725294,18,0.01087432926484375,0.016857863038861283
q2,1,1.571260690689087,1.3370875120162964,815,800,45.0,7,0.024881717,0.00029761042,-0.012400433999999998,19,-0.013260305854511718,0.009061278061226917
q2,1,1.571260690689087,1.3370875120162964,1041,1118,75.0,8,0.021497145,0.0011427928,0.04761636599999999,20,0.036045915081445314,0.011754551785467002
q2,1,1.571260690689087,1.3370875120162964,1194,1264,105.0,9,0.020155562,0.0009125267,0.038021944,21,0.03274138120605469,0.008451059444379922
q2,1,1.571260690689087,1.3370875120162964,1019,996,135.0,10,0.02227471,0.0003657482,-0.015239508,22,-0.014954940984921875,0.01075882377025822
q2,1,1.571260690689087,1.3370875120162964,1695,1681,165.0,11,0.017210446,0.00013287858999999998,-0.005536608,23,-0.00953067016205078,0.008832435384826953
q2,2,1.864987373352051,1.571260690689087,1845,1863,-165.0,0,0.01642181,0.00015554719999999998,0.006481133399999999,24,-0.00950312127609375,0.009599799202216732
q2,2,1.864987373352051,1.571260690689087,1096,1062,-135.0,1,0.021521778999999998,0.0005048436599999999,-0.021035152,25,-0.026544082793945312,0.00608009313931913
q2,2,1.864987373352051,1.571260690689087,1318,1250,-105.0,2,0.019721089,0.0008484833,-0.03535347,26,-0.0391088584296875,0.007775715532279079
q2,2,1.864987373352051,1.571260690689087,1236,1090,-75.0,3,0.020661637,0.0020112803,-0.08380334,27,-0.0735771419453125,0.006768741556483027
q2,2,1.864987373352051,1.571260690689087,824,807,-45.0,4,0.02475888,0.00033398301,-0.013915958999999999,28,-0.01455082508496094,0.005925001896165824
q2,2,1.864987373352051,1.571260690689087,362,370,-15.0,5,0.03695713,0.00035019367,0.014591403000000001,29,0.020649510319921877,0.014219485838911326
q2,2,1.864987373352051,1.571260690689087,373,372,15.0,6,0.036637105,4.301037e-05,-0.0017920985999999998,30,-0.008224115979492188,0.013626834853064963
q2,2,1.864987373352051,1.571260690689087,789,746,45.0,7,0.025505971000000002,0.0008976137599999999,-0.037400573,31,-0.03738192374023438,0.006674297956125703
q2,2,1.864987373352051,1.571260690689087,1064,1074,75.0,8,0.021626573,0.00014987243,0.0062446846,32,0.0016686689028125,0.0069099178058513264
q2,2,1.864987373352051,1.571260690689087,1185,1238,105.0,9,0.020306638000000002,0.0007008933000000001,0.029203886000000002,33,0.025754881138671873,0.004978039862993804
q2,2,1.864987373352051,1.571260690689087,1027,1063,135.0,10,0.021868147,0.0005519321,0.022997168999999998,34,0.029696959065429688,0.008708196462615154
q2,2,1.864987373352051,1.571260690689087,1750,1826,165.0,11,0.016715769,0.0006809974400000001,0.028374893999999998,35,0.025220625601953126,0.006361820168242951
q2,3,2.320887327194214,1.864987373352051,1772,1799,-165.0,0,0.016733352,0.00024227207000000002,0.01009467,36,-0.0015335597726171876,0.006549776194122748
q2,3,2.320887327194214,1.864987373352051,1165,1128,-135.0,1,0.020878397,0.0005170435,-0.02154348,37,-0.016658071062460936,0.00755416933281267
q2,3,2.320887327194214,1.864987373352051,1197,1202,-105.0,2,0.02041659,6.678350000000001e-05,0.0027826456,38,0.012041940611015624,0.007620836534592767
q2,3,2.320887327194214,1.864987373352051,1242,1109,-75.0,3,0.020565126,0.0018127103,-0.0755296,39,-0.07773314351953124,0.0075593530727503366
q2,3,2.320887327194214,1.864987373352051,866,835,-45.0,4,0.024239253,0.000583965,-0.024331875,40,-0.024395119675,0.00926638357169598
q2,3,2.320887327194214,1.864987373352051,365,393,-15.0,5,0.036277436,0.0011836363,0.049318176,41,0.03825681579882813,0.012231528290440323
q2,3,2.320887327194214,1.864987373352051,343,340,15.0,6,0.038263276,0.00014074403,-0.0058643343,42,-0.00312026870078125,0.012848296212506159
q2,3,2.320887327194214,1.864987373352051,718,787,45.0,7,0.025728627999999996,0.0014690685,0.061211184,43,0.059780130367187496,0.007724332105208983
q2,3,2.320887327194214,1.864987373352051,1060,1108,75.0,8,0.021467452999999997,0.000709433,0.029559707,44,0.03104077245996094,0.0068342745230396944
q2,3,2.320887327194214,1.864987373352051,1207,1283,105.0,9,0.020023474,0.0009780108,0.04075045,45,0.04414495036132812,0.005597616206746488
q2,3,2.320887327194214,1.864987373352051,1092,1078,135.0,10,0.021466142999999997,0.00020672724,-0.008613635,46,-0.003803081472988281,0.006885178923032941
q2,3,2.320887327194214,1.864987373352051,1660,1842,165.0,11,0.01685753,0.0016652701000000002,0.06938625,47,0.060808945716796875,0.005547861269217144
q2,4,4.740612983703613,2.320887327194214,1809,1868,-165.0,0,0.016487451,0.0005141475700000001,0.021422816,48,0.020917173340820314,0.004303673402858468
q2,4,4.740612983703613,2.320887327194214,1196,1132,-135.0,1,0.020711701000000002,0.0008808996000000001,-0.03670415,49,-0.029760099574218747,0.008141282743535542
q2,4,4.740612983703613,2.320887327194214,1202,1094,-105.0,2,0.020828402,0.0015072360000000001,-0.0628015,50,-0.05112418572265626,0.009214006432490901
q2,4,4.740612983703613,2.320887327194214,1180,1080,-75.0,3,0.02099842,0.0014178195999999998,-0.059075817,51,-0.05970787356054688,0.007593221572662969
q2,4,4.740612983703613,2.320887327194214,770,713,-45.0,4,0.025933245,0.0012315814,-0.051315892,52,-0.05680947718164062,0.009718231854704095
q2,4,4.740612983703613,2.320887327194214,340,320,-15.0,5,0.038893078,0.0009709917,-0.040457986,53,-0.021792951815234378,0.011997172580264927
q2,4,4.740612983703613,2.320887327194214,320,311,15.0,6,0.039802153,0.00045702777999999996,-0.019042823,54,-0.0033363158955078123,0.014430228105305955
q2,4,4.740612983703613,2.320887327194214,703,747,45.0,7,0.026239725,0.0009723309,0.040513787,55,0.04840935418359375,0.007884990635882771
q2,4,4.740612983703613,2.320887327194214,1041,1107,75.0,8,0.02155843,0.000984553,0.041023042,56,0.05609832477148438,0.013264835607301066
q2,4,4.740612983703613,2.320887327194214,1104,1187,105.0,9,0.020867905,0.0011608668,0.048369452,57,0.05709385691992187,0.007475166954638654
q2,4,4.740612983703613,2.320887327194214,1081,1039,135.0,10,0.021711012000000002,0.0006348087000000001,-0.026450362,58,-0.014942468535058595,0.010517297577447033
q2,4,4.740612983703613,2.320887327194214,1677,1652,165.0,11,0.017330905,0.00024063325,-0.010026385,59,-0.005630118821992188,0.006802859740021913
