axis,axis_bin,axis_max,axis_min,bootstraps_0,bootstraps_1,bootstraps_2,err_0,err_1,err_2,par_0,par_1,par_2
q2,1,1.3581440448760984,1.1924362182617188,"[0.0187374  0.01309521 0.02057708 0.01611115 0.01902267 0.00680558
 0.01912149 0.01498473]","[-0.569472   -0.7665641   0.00863142 -0.58835053 -0.53951323 -1.1124191
 -0.79921865 -0.6347013 ]","[-1.19215    -3.495471   -0.47914436  0.08546402 -0.18042278  0.34613824
 -1.1951501  -1.021746  ]",0.004202909301966429,0.2960757911205292,1.125949501991272,0.016056913882493973,-0.6252009272575378,-0.8915603160858154
q2,2,1.5512315034866333,1.3581440448760984,"[0.01315909 0.01164307 0.01305143 0.01988077 0.01365603 0.01714823
 0.0127191  0.01953821]","[-0.30446252 -0.60499346 -0.38005605 -0.6199562  -0.45879447  0.5601945
  0.6049578  -0.6442346 ]","[ 0.35857794  0.5762677   0.5589038  -0.72701436  0.40003195 -1.3117646
  0.24912342 -0.77952766]",0.0030499291606247425,0.48299068212509155,0.6887527704238892,0.015099490992724895,-0.23091813921928406,-0.08442521840333939
q2,3,1.8092999458312988,1.5512315034866333,"[0.02929711 0.02526605 0.0177177  0.03257939 0.02344603 0.02356414
 0.01105097 0.0301738 ]","[-0.07502936 -0.5415248   0.6562079  -0.15848418 -0.19600464 -0.56568074
  0.7569239  -0.27586544]","[-0.05736234 -1.0140436  -1.4514248  -0.3631133   0.13817021 -1.0284619
 -1.2480569  -0.25202018]",0.006603746674954891,0.46665123105049133,0.5576861500740051,0.024136897176504135,-0.04993216693401337,-0.6595391035079956
q2,4,2.2023344039916988,1.8092999458312988,"[0.02919133 0.01642321 0.0314256  0.02374065 0.02526493 0.02621279
 0.0264816  0.02049812]","[ 0.01137308  0.73285896  0.01852654  0.40852788  0.16529678 -0.5079215
  0.3365389  -0.42254475]","[-0.3612297  -1.4547801  -0.25700969 -0.13042808 -0.02418268 -1.0311044
 -0.20960553 -1.2230177 ]",0.00444315979257226,0.38932913541793823,0.5222907066345215,0.024904778227210045,0.09283198416233063,-0.5864197015762329
q2,5,4.281932830810547,2.2023344039916988,"[0.02491753 0.0296973  0.02893695 0.02100505 0.01771356 0.03972398
 0.01992052 0.02194186]","[ 0.20892946  0.12933488 -0.12546028  0.64138865 -0.12740454 -0.0744452
  0.30325443  0.0406539 ]","[ 0.17383859 -0.19506778  0.02308057 -1.3754348   0.4697009  -3.4772205
  0.13689758  0.20478034]",0.0066775050945580006,0.2446487843990326,1.239625096321106,0.025482093915343285,0.12453141063451767,-0.5049281120300293
x,0,0.14532895386219025,0.1067291498184204,"[0.00762489 0.00851595 0.01509336 0.00896618 0.01896269 0.00820365
 0.01740947 0.01144719]","[ 0.5724835   0.3872846   0.05350716  0.58234346 -0.53098416  0.6490894
 -0.6447489  -0.02140895]","[-1.158828    0.5342072  -0.04257957 -1.332389   -1.0177602  -1.0978758
 -0.88067675  0.1766365 ]",0.004220577422529459,0.47459983825683594,0.6661575436592102,0.012027924880385399,0.13094575703144073,-0.6024081707000732
x,1,0.1718517243862152,0.14532895386219025,"[0.00900483 0.0112453  0.00840058 0.00062824 0.00539028 0.01215274
 0.00366507 0.01186274]","[-0.42147684 -0.06446695  0.13125715  1.1289055   0.8759177   0.23958126
  1.0550513  -0.35143396]","[-0.9361593   0.12281309 -0.08201792 -1.0791662  -0.9694497  -0.33660373
 -0.50245494 -1.0887884 ]",0.003928626421838999,0.5803071856498718,0.4453962445259094,0.00779372313991189,0.3241668939590454,-0.6089783906936646
x,2,0.19952812790870667,0.1718517243862152,"[3.2200381e-02 3.6785979e-02 2.6349632e-02 3.1834308e-02 7.3208664e+01
 3.3138961e-02 2.8419450e-02 3.2134332e-02]","[-4.6118316e-01 -2.1263897e-01 -5.7350218e-01 -7.8086734e-02
 -6.2262715e+03 -1.0367504e-01 -2.0761973e-01 -8.5482979e-03]","[-1.1699214e+00 -5.2375144e-01 -1.0166601e+00 -5.1459914e-01
 -4.8428174e+03 -3.5411808e-01  9.6956305e-02 -2.2888963e-01]",24.20105743408203,2059.06787109375,1601.43603515625,9.178690910339355,-778.4895629882812,-605.8160400390625
x,3,0.2320886999368667,0.19952812790870667,"[-0.01670167  0.01808464  0.02603927  0.01243934  0.01483942  0.02077797
  0.02262779  0.02576897]","[-2.2437437   0.12522629 -0.6320448  -0.7079601  -0.75978607 -0.0303994
  0.06443185 -0.08343339]","[ 3.0270336   0.01254618 -0.9680059   0.5269807   0.28849202  0.10911209
  0.07349933 -0.5805726 ]",0.012983743101358414,0.7300170660018921,1.1203229427337646,0.015484468080103397,-0.5334636569023132,0.3111356794834137
x,4,0.27835351228713984,0.2320886999368667,"[0.02226699 0.02122278 0.01735408 0.02431258 0.02332398 0.02478255
 0.01789345 0.02049451]","[-0.2902653  -0.3075199  -0.40004724 -0.32555485  0.5854974  -0.55925894
 -0.62719494 -0.5716096 ]","[ 0.35551262  0.32047728  0.5741071   0.20726305 -1.5612327  -0.8947336
  0.4200773   0.38915333]",0.002594931749626994,0.3608691096305847,0.7213762402534485,0.021456364542245865,-0.31199419498443604,-0.023671954870224
x,5,0.527860164642334,0.27835351228713984,"[0.02957106 0.02649957 0.02203042 0.02349725 0.0254928  0.03128427
 0.03402464 0.02866316]","[ 0.14336659  0.08201163 -0.11953159  0.72407514  0.20599173 -0.17566939
  0.25617352  0.1315346 ]","[ 0.06129024 -0.11901427  0.18580322 -1.4817542   0.08485628 -0.13320641
 -2.6932712  -0.01063326]",0.003764315042644739,0.2567581534385681,0.9630338549613953,0.02763289585709572,0.15599402785301208,-0.513241171836853
z,0,0.22696596632401145,0.12122540920972825,"[0.00387369 0.00761341 0.00795308 0.00694514 0.00400033 0.00520351
 0.02061404 0.00809158]","[ 0.8972752  -0.61214465  0.61201    -0.52733034  0.8828652   0.772056
 -6.8906045   0.3068675 ]","[-0.61952984 -0.74605876 -2.0421653  -0.85357857  0.6393622  -0.72746986
 -3.6055179  -2.1296835 ]",0.005015227943658829,2.454192876815796,1.20417320728302,0.008036849088966846,-0.5698757171630859,-1.2605801820755005
z,1,0.29036958018938697,0.22696596632401145,"[0.00521725 0.0230523  0.00832737 0.02018631 0.00954754 0.00489839
 0.0159653  0.01060876]","[-0.24852268 -0.17299625 -0.91517264 -0.2592553  -0.45194006 -1.080964
 -0.7626958  -0.6310483 ]","[ 0.80955875 -2.724581    0.4958913   0.1443228   0.38489208  0.58496016
  0.20984259  0.38528758]",0.006347864866256714,0.31471654772758484,1.0617049932479858,0.012225402519106865,-0.5653243660926819,0.03627178072929382
z,2,0.3481753021478653,0.29036958018938697,"[ 0.02275371  0.01658679  0.02170238  0.01939223  0.02208123  0.02647534
  0.01048988 -0.00876801]","[ 0.07121281  0.6371762  -0.0285299  -0.3686546  -0.07994463 -0.2747041
 -0.7720801   1.8842226 ]","[ 0.06088826 -1.5849246  -0.7397892  -0.46008766 -0.43628404 -0.47396794
  0.4421634   2.1055946 ]",0.010485648177564144,0.7610253691673279,1.0106405019760132,0.016339194029569626,0.1335873007774353,-0.13580088317394257
z,3,0.4091054797172545,0.3481753021478653,"[0.03043464 0.01815353 0.02616951 0.01995957 0.01525953 0.01968412
 0.01611092 0.02622916]","[ 0.18404335  0.5061895  -0.0883515  -0.30800414  0.73794305 -0.16685303
  0.6142959  -0.05814466]","[-2.6473465  -0.09748802 -0.17003345  0.2819599  -1.3260422   0.16082573
 -1.5112672  -0.03891464]",0.005109449382871389,0.3697068393230438,0.9759936332702637,0.021500125527381897,0.17763981223106384,-0.6685382723808289
z,4,0.4857858667771021,0.4091054797172545,"[0.02847134 0.03112038 0.02569207 0.02371346 0.01647367 0.01975841
 0.01551424 0.01953864]","[ 0.1461104   0.23768176 -0.22412083 -0.08619869 -0.27361968 -0.00214768
  0.75602347 -0.1452355 ]","[-2.6083338  -2.6853719  -0.13258928 -0.12309837  0.10788196  0.12975965
 -1.2732583  -0.02047052]",0.005279952194541693,0.31268593668937683,1.1315585374832153,0.022535277530550957,0.051061660051345825,-0.8256851434707642
z,5,0.7502961754798889,0.4857858667771021,"[0.0310498  0.03242291 0.03158488 0.036129   0.03579304 0.03599448
 0.04201822 0.03446656]","[-0.19196273 -0.4414824  -0.31220442 -0.33902648 -0.20991197 -0.64348274
 -0.24306585 -0.28153577]","[-0.12129239 -0.12268203 -0.10538589 -0.1283884  -0.0981862  -0.7895597
 -3.4013655  -0.16919193]",0.003284516278654337,0.13893136382102966,1.0748683214187622,0.03493236377835274,-0.33283406496047974,-0.6170065402984619
